time,vGS4,iGS4,tGS4,vGS1,tGS1,iGS1,tBat,vBat,vGS2,tGS2,iGS2,vGS3,tGS3,iGS3,iADCS,tODB,iRX,RSSI,iTX ,tPA,i1200,i3v3,v3v3,i5v,v5v,tSU
946693603,35,0,-22.1,35,-18.9,0,-1.3,8069,35,-20.5,0,35,-20.5,0,2,6.7,45,1224,0,14.7,0,0,0,0,0,0.0
946693633,35,0,-22.1,35,-18.9,0,-1.3,8069,35,-22.1,0,35,-22.1,0,2,6.7,45,1264,0,13.1,0,0,0,0,0,0.0
946693694,35,0,-23.7,35,-20.5,0,-1.3,8069,35,-22.1,0,35,-22.1,0,2,6.7,45,1200,0,13.1,0,0,0,0,0,0.0
946693724,35,0,-23.7,35,-20.5,0,-1.3,8069,35,-22.1,0,35,-22.1,0,2,6.7,44,1200,0,13.1,0,0,0,0,0,0.0
946693739,35,0,-23.7,35,-20.5,0,-1.3,8069,35,-22.1,0,35,-22.1,0,2,6.7,45,1328,0,13.1,0,0,0,0,0,0.0
946865783,70,0,-18.9,70,-14.1,0,1.9,8139,70,-20.5,0,70,-20.5,0,2,9.9,45,1192,0,16.3,0,0,0,0,0,0.0
946865798,70,0,-18.9,70,-15.7,0,1.9,8139,70,-22.1,0,70,-20.5,0,2,9.9,45,1320,0,16.3,0,0,0,0,0,0.0
946865828,70,0,-18.9,70,-15.7,0,1.9,8139,70,-22.1,0,70,-22.1,0,2,8.3,44,1256,0,16.3,0,0,0,0,0,0.0
946865843,70,0,-20.5,70,-15.7,0,1.9,8139,70,-22.1,0,70,-22.1,0,2,8.3,45,0,0,16.3,0,0,0,0,0,0.0
946865858,70,0,-20.5,70,-15.7,0,0.3,8139,70,-20.5,0,70,-22.1,0,2,8.3,44,1232,0,16.3,0,0,0,0,0,0.0
946865978,35,0,-20.5,35,-18.9,0,0.3,8104,35,-23.7,0,35,-22.1,0,2,8.3,45,1288,0,14.7,0,0,0,0,0,0.0
947022193,8632,181,5.1,8562,13.1,66,3.5,8315,105,-22.1,0,1162,-25.3,2,2,8.3,46,1296,0,17.9,0,0,0,0,0,0.0
947376674,1057,2,30.7,8985,41.9,40,27.5,8985,8985,3.5,36,739,0.3,17,2,30.7,46,1256,0,40.3,0,0,0,0,0,0.0
947376734,8809,4,30.7,8985,40.3,76,27.5,8985,1797,3.5,2,810,-1.3,21,2,30.7,47,1216,0,40.3,0,0,0,0,0,0.0
947659514,8985,85,21.1,8985,22.7,0,17.9,8985,8527,21.1,2,3100,22.7,2,2,24.3,46,1208,0,29.1,0,0,0,0,0,0.0
947738026,8632,157,8.3,1303,9.9,0,14.7,8315,317,8.3,0,8527,8.3,70,2,17.9,45,1288,0,22.7,0,0,0,0,0,0.0
947738086,8562,102,8.3,246,9.9,0,14.7,8280,1374,8.3,2,8491,8.3,51,2,17.9,46,1296,0,22.7,0,0,0,0,0,0.0
947738161,8562,25,8.3,8632,9.9,209,14.7,8350,1761,9.9,2,352,8.3,0,2,17.9,45,0,0,22.7,0,0,0,0,0,0.0
947738221,8527,25,8.3,8562,9.9,125,14.7,8280,458,8.3,0,458,8.3,0,2,17.9,46,1344,0,22.7,0,0,0,0,0,0.0
947738296,246,0,8.3,8491,9.9,2,14.7,8350,8597,8.3,243,3065,8.3,2,2,17.9,45,1288,0,22.7,0,0,0,0,0,0.0
947738356,246,0,8.3,8527,9.9,27,14.7,8315,8527,8.3,155,599,8.3,2,2,17.9,45,1328,0,22.7,0,0,0,0,0,0.0
947738491,281,0,8.3,246,9.9,0,14.7,8280,8456,9.9,40,8491,8.3,76,2,17.9,45,1336,0,22.7,0,0,0,0,0,0.0
947738506,8527,51,8.3,8491,9.9,42,14.7,8280,246,9.9,0,387,8.3,0,2,17.9,45,1280,0,22.7,0,0,0,0,0,0.0
947744049,8421,8,11.5,8527,13.1,102,16.3,8280,458,13.1,0,387,11.5,0,2,19.5,46,1280,0,24.3,0,0,0,0,0,0.0
947744064,281,0,11.5,281,13.1,0,16.3,8245,8386,11.5,17,8421,11.5,40,2,19.5,45,1272,0,24.3,0,0,0,0,0,0.0
947744079,8386,6,11.5,8421,13.1,6,14.7,8209,246,11.5,0,281,11.5,0,2,19.5,46,1328,0,24.3,0,0,0,0,0,0.0
947744094,246,0,9.9,246,13.1,0,14.7,8209,5179,11.5,2,8280,11.5,2,2,19.5,45,1312,0,24.3,0,0,0,0,0,0.0
947744109,599,0,9.9,669,11.5,4,14.7,8209,246,9.9,0,246,9.9,0,2,19.5,45,1320,0,24.3,0,0,0,0,0,0.0
947744124,246,0,9.9,281,11.5,0,14.7,8209,810,9.9,21,387,9.9,0,2,19.5,46,1320,0,24.3,0,0,0,0,0,0.0
947744139,810,19,8.3,387,9.9,0,14.7,8209,246,9.9,0,246,8.3,0,2,19.5,46,0,0,24.3,0,0,0,0,0,0.0
947744154,246,0,6.7,246,9.9,0,14.7,8209,704,8.3,8,352,8.3,0,2,19.5,45,1328,0,24.3,0,0,0,0,0,0.0
947744184,246,0,5.1,352,8.3,0,14.7,8209,422,6.7,0,246,6.7,0,2,19.5,46,1320,0,24.3,0,0,0,0,0,0.0
947744199,458,0,5.1,246,6.7,0,14.7,8209,246,6.7,0,458,5.1,0,2,19.5,45,1288,0,24.3,0,0,0,0,0,0.0
947744214,246,0,3.5,422,6.7,0,14.7,8209,458,5.1,0,246,5.1,0,2,19.5,46,1360,0,24.3,0,0,0,0,0,0.0
947744229,387,0,3.5,246,5.1,0,14.7,8209,211,5.1,0,352,3.5,0,2,19.5,46,1272,0,24.3,0,0,0,0,0,0.0
947744244,246,0,3.5,317,5.1,0,14.7,8209,246,3.5,0,211,3.5,0,2,19.5,45,1280,0,24.3,0,0,0,0,0,0.0
947744259,211,0,1.9,211,5.1,0,14.7,8209,246,3.5,0,387,3.5,0,2,19.5,46,1320,0,24.3,0,0,0,0,0,0.0
947744274,246,0,1.9,387,3.5,0,14.7,8209,211,3.5,0,211,1.9,0,2,19.5,46,1296,0,24.3,0,0,0,0,0,0.0
947744289,211,0,0.3,211,3.5,0,13.1,8209,246,1.9,0,352,1.9,0,2,19.5,46,1296,0,24.3,0,0,0,0,0,0.0
947744304,246,0,0.3,281,1.9,0,13.1,8209,211,1.9,0,211,1.9,0,2,17.9,45,0,0,24.3,0,0,0,0,0,0.0
947744319,211,0,0.3,211,1.9,0,13.1,8209,281,0.3,0,246,0.3,0,2,19.5,46,0,0,24.3,0,0,0,0,0,0.0
947749602,352,0,14.7,352,17.9,0,17.9,8280,8456,16.3,44,8491,16.3,121,2,22.7,46,1464,0,27.5,0,0,0,0,0,0.0
947749617,8456,25,14.7,8421,17.9,10,17.9,8245,317,16.3,0,422,16.3,0,2,22.7,45,1400,0,27.5,0,0,0,0,0,0.0
947749632,317,0,14.7,317,16.3,0,17.9,8209,8315,16.3,6,8280,14.7,4,2,22.7,46,1336,0,27.5,0,0,0,0,0,0.0
947749647,6730,4,14.7,1444,16.3,0,17.9,8209,281,14.7,0,317,14.7,0,2,22.7,45,1392,0,27.5,0,0,0,0,0,0.0
947749677,704,6,13.1,281,14.7,0,17.9,8209,281,13.1,0,422,13.1,0,2,22.7,46,1328,0,27.5,0,0,0,0,0,0.0
947749692,281,0,11.5,634,13.1,2,16.3,8209,704,13.1,6,281,11.5,0,2,22.7,45,1288,0,27.5,0,0,0,0,0,0.0
947749707,634,0,9.9,281,13.1,0,16.3,8209,281,11.5,0,634,11.5,4,2,22.7,46,0,0,27.5,0,0,0,0,0,0.0
947749722,281,0,9.9,599,11.5,0,16.3,8209,528,9.9,0,281,9.9,0,2,22.7,45,1344,0,27.5,0,0,0,0,0,0.0
947749737,352,0,8.3,281,11.5,0,16.3,8209,281,9.9,0,528,9.9,0,2,21.1,45,1296,0,27.5,0,0,0,0,0,0.0
947749752,352,0,8.3,563,9.9,0,16.3,8209,281,9.9,0,281,8.3,0,2,21.1,46,1408,0,27.5,0,0,0,0,0,0.0
947749782,387,0,6.7,493,8.3,0,16.3,8209,281,8.3,0,281,6.7,0,2,21.1,46,1280,0,27.5,0,0,0,0,0,0.0
947749797,281,0,5.1,281,8.3,0,16.3,8209,352,6.7,0,422,6.7,0,2,21.1,45,1304,0,27.5,0,0,0,0,0,0.0
947799940,105,0,-14.1,105,-10.9,0,5.1,8174,105,-12.5,0,105,-12.5,0,2,9.9,44,1264,0,14.7,0,0,0,0,0,0.0
947809831,8456,23,-1.3,8491,1.9,38,5.1,8245,8386,0.3,19,8386,0.3,14,2,8.3,45,1384,0,11.5,0,0,0,0,0,0.0
947809893,8456,38,-1.3,8350,0.3,0,5.1,8209,8350,0.3,12,8350,0.3,14,2,8.3,45,1336,0,11.5,0,0,0,0,0,0.0
947809908,8632,213,-1.3,8527,0.3,14,5.1,8315,140,0.3,0,8421,0.3,6,2,8.3,45,1360,0,11.5,0,0,0,0,0,0.0
947809953,8386,4,-1.3,8456,0.3,6,5.1,8245,8456,0.3,53,8456,-1.3,66,2,8.3,44,1320,0,11.5,0,0,0,0,0,0.0
947809969,8456,6,-1.3,105,0.3,0,5.1,8280,8456,0.3,23,8527,-1.3,153,2,8.3,45,1368,0,11.5,0,0,0,0,0,0.0
947810014,8456,8,-1.3,8562,0.3,91,5.1,8280,8491,0.3,81,8350,-1.3,4,2,8.3,44,1360,0,11.5,0,0,0,0,0,0.0
947810074,8597,147,-1.3,8527,0.3,29,5.1,8280,8315,0.3,2,8386,-1.3,6,2,8.3,46,1336,0,13.1,0,0,0,0,0,0.0
947810089,8491,42,-1.3,8491,0.3,70,5.1,8245,7575,0.3,2,246,-1.3,0,2,8.3,45,0,0,11.5,0,0,0,0,0,0.0
947815411,8527,23,3.5,8527,5.1,42,8.3,8280,8527,3.5,147,8386,3.5,4,2,9.9,45,1240,0,14.7,0,0,0,0,0,0.0
947815427,281,0,3.5,8491,5.1,2,6.7,8315,8562,3.5,142,8562,3.5,142,2,9.9,45,1296,0,14.7,0,0,0,0,0,0.0
947815472,8985,14,3.5,8985,5.1,70,8.3,8985,8879,5.1,2,8985,3.5,2,4,11.5,47,1280,0,14.7,0,0,0,0,0,0.0
947815547,8562,106,3.5,8527,5.1,61,8.3,8280,140,3.5,0,8386,3.5,6,2,11.5,44,1240,0,14.7,0,0,0,0,0,0.0
947815607,8456,34,3.5,140,5.1,0,8.3,8245,8315,3.5,4,8421,3.5,70,2,11.5,45,1304,0,14.7,0,0,0,0,0,0.0
947815668,140,0,3.5,8350,5.1,0,8.3,8245,8421,3.5,68,8386,3.5,36,2,11.5,44,1264,0,14.7,0,0,0,0,0,0.0
947815728,7998,4,3.5,8491,5.1,40,8.3,8245,8421,3.5,68,317,3.5,0,2,11.5,46,1288,0,14.7,0,0,0,0,0,0.0
947815743,2360,4,3.5,211,5.1,0,8.3,8350,8562,3.5,61,8632,3.5,273,2,11.5,45,1224,0,14.7,0,0,0,0,0,0.0
947815788,8491,38,3.5,8491,5.1,74,8.3,8245,493,3.5,0,7223,3.5,2,2,11.5,45,1312,0,14.7,0,0,0,0,0,0.0
947815864,8668,147,3.5,8668,5.1,189,8.3,8350,176,3.5,0,599,3.5,0,2,11.5,46,1288,0,14.7,0,0,0,0,0,0.0
947821179,8491,17,9.9,8562,11.5,179,11.5,8280,493,9.9,0,8350,9.9,2,2,14.7,46,1392,0,19.5,0,0,0,0,0,0.0
947821239,8597,187,9.9,281,11.5,0,11.5,8280,7857,9.9,2,8456,9.9,32,2,16.3,45,1320,0,19.5,0,0,0,0,0,0.0
947821497,8632,200,9.9,8597,11.5,106,13.1,8350,211,9.9,0,1479,9.9,2,2,16.3,45,1320,0,19.5,0,0,0,0,0,0.0
947821557,8562,53,9.9,211,11.5,0,13.1,8315,1233,9.9,2,8562,9.9,194,2,16.3,45,1320,0,21.1,0,0,0,0,0,0.0
947821677,2360,4,9.9,8597,11.5,217,13.1,8280,8104,9.9,2,387,9.9,0,2,16.3,45,1336,0,21.1,0,0,0,0,0,0.0
947827431,246,0,11.5,246,13.1,0,16.3,8174,669,11.5,2,387,11.5,0,2,21.1,46,1328,0,25.9,0,0,0,0,0,0.0
947827446,599,0,9.9,246,11.5,0,14.7,8174,246,11.5,0,246,9.9,0,2,21.1,46,1312,0,25.9,0,0,0,0,0,0.0
947827461,246,0,8.3,317,11.5,0,14.7,8174,493,9.9,0,246,9.9,0,2,19.5,46,1320,0,25.9,0,0,0,0,0,0.0
947827476,317,0,8.3,246,9.9,0,14.7,8174,246,9.9,0,387,8.3,0,2,19.5,45,1304,0,25.9,0,0,0,0,0,0.0
947827491,246,0,6.7,422,9.9,0,14.7,8174,246,8.3,0,246,8.3,0,2,19.5,45,1360,0,25.9,0,0,0,0,0,0.0
947827506,246,0,6.7,246,8.3,0,14.7,8174,281,8.3,0,387,6.7,0,2,19.5,45,1336,0,25.9,0,0,0,0,0,0.0
947832893,387,0,17.9,352,19.5,0,17.9,8245,8421,19.5,29,8491,17.9,130,2,24.3,45,1344,0,29.1,0,0,0,0,0,0.0
947832908,8386,14,17.9,8386,19.5,10,17.9,8209,317,17.9,0,387,17.9,0,2,22.7,45,1424,0,29.1,0,0,0,0,0,0.0
947832923,317,0,17.9,317,19.5,0,17.9,8174,8209,17.9,2,2114,17.9,2,2,22.7,46,1320,0,29.1,0,0,0,0,0,0.0
947832938,986,4,16.3,317,17.9,0,17.9,8174,317,17.9,0,563,16.3,0,2,22.7,46,1344,0,27.5,0,0,0,0,0,0.0
947832953,317,0,16.3,739,17.9,10,17.9,8174,704,16.3,8,317,16.3,0,2,22.7,45,1272,0,27.5,0,0,0,0,0,0.0
947832968,458,0,14.7,317,16.3,0,17.9,8174,317,16.3,0,775,14.7,19,2,22.7,46,1312,0,27.5,0,0,0,0,0,0.0
947832983,387,0,13.1,634,14.7,2,17.9,8174,317,14.7,0,317,14.7,0,2,22.7,46,1384,0,27.5,0,0,0,0,0,0.0
947832999,317,0,13.1,317,14.7,0,17.9,8174,599,13.1,0,458,13.1,0,2,22.7,45,1336,0,27.5,0,0,0,0,0,0.0
947833014,563,0,11.5,317,13.1,0,17.9,8174,281,13.1,0,317,11.5,0,2,22.7,46,1344,0,27.5,0,0,0,0,0,0.0
947833029,281,0,9.9,387,13.1,0,17.9,8174,493,11.5,0,281,11.5,0,2,22.7,45,1360,0,27.5,0,0,0,0,0,0.0
947833044,352,0,9.9,281,11.5,0,16.3,8174,281,11.5,0,422,9.9,0,2,22.7,45,1328,0,27.5,0,0,0,0,0,0.0
947833059,317,0,8.3,422,11.5,0,16.3,8174,281,9.9,0,281,9.9,0,2,22.7,45,1384,0,27.5,0,0,0,0,0,0.0
947833074,281,0,8.3,281,9.9,0,16.3,8174,352,9.9,0,387,8.3,0,2,22.7,46,1360,0,27.5,0,0,0,0,0,0.0
947833089,352,0,6.7,317,9.9,0,16.3,8174,281,8.3,0,281,8.3,0,2,22.7,45,1440,0,27.5,0,0,0,0,0,0.0
947833104,281,0,6.7,281,8.3,0,16.3,8174,352,8.3,0,281,6.7,0,2,22.7,46,1424,0,27.5,0,0,0,0,0,0.0
947833119,317,0,5.1,281,8.3,0,16.3,8174,281,6.7,0,317,6.7,0,2,22.7,45,1360,0,27.5,0,0,0,0,0,0.0
947833134,281,0,5.1,317,8.3,0,16.3,8174,281,6.7,0,281,6.7,0,2,22.7,46,1288,0,27.5,0,0,0,0,0,0.0
947833149,281,0,5.1,281,6.7,0,16.3,8174,281,5.1,0,317,5.1,0,2,22.7,45,1408,0,27.5,0,0,0,0,0,0.0
947833164,281,0,3.5,281,6.7,0,16.3,8174,281,5.1,0,281,5.1,0,2,21.1,46,0,0,27.5,0,0,0,0,0,0.0
947833179,246,0,3.5,281,5.1,0,16.3,8174,281,5.1,0,281,3.5,0,2,21.1,46,1280,0,27.5,0,0,0,0,0,0.0
947833194,281,0,3.5,246,5.1,0,16.3,8174,246,3.5,0,246,3.5,0,2,21.1,45,1344,0,27.5,0,0,0,0,0,0.0
947833209,246,0,1.9,281,5.1,0,16.3,8139,281,3.5,0,246,3.5,0,2,21.1,46,1360,0,27.5,0,0,0,0,0,0.0
947833224,246,0,1.9,246,5.1,0,16.3,8174,246,3.5,0,246,1.9,0,2,21.1,45,1312,0,27.5,0,0,0,0,0,0.0
947833239,246,0,1.9,281,3.5,0,14.7,8174,246,1.9,0,246,1.9,0,2,21.1,46,0,0,27.5,0,0,0,0,0,0.0
947833254,246,0,0.3,246,3.5,0,14.7,8174,246,1.9,0,246,1.9,0,2,21.1,45,1368,0,27.5,0,0,0,0,0,0.0
947833269,246,0,0.3,246,3.5,0,14.7,8139,246,1.9,0,246,1.9,0,2,21.1,46,1352,0,27.5,0,0,0,0,0,0.0
947838639,387,0,8.3,317,11.5,0,17.9,8174,317,9.9,0,317,9.9,0,2,24.3,46,1384,0,29.1,0,0,0,0,0,0.0
947838654,317,0,8.3,352,9.9,0,17.9,8174,352,9.9,0,317,8.3,0,2,24.3,46,1392,0,29.1,0,0,0,0,0,0.0
947838669,317,0,6.7,317,9.9,0,17.9,8174,317,8.3,0,352,8.3,0,2,24.3,45,1336,0,29.1,0,0,0,0,0,0.0
947838684,317,0,6.7,352,8.3,0,17.9,8174,317,8.3,0,317,6.7,0,2,24.3,46,1352,0,29.1,0,0,0,0,0,0.0
947838699,281,0,5.1,317,8.3,0,17.9,8174,317,6.7,0,317,6.7,0,2,22.7,45,1368,0,29.1,0,0,0,0,0,0.0
947838714,317,0,5.1,317,8.3,0,16.3,8174,281,6.7,0,281,6.7,0,2,22.7,46,1432,0,29.1,0,0,0,0,0,0.0
947838729,281,0,5.1,317,6.7,0,16.3,8174,317,5.1,0,281,5.1,0,2,22.7,45,1344,0,29.1,0,0,0,0,0,0.0
947838744,317,0,3.5,281,6.7,0,16.3,8174,281,5.1,0,317,5.1,0,2,22.7,45,1296,0,29.1,0,0,0,0,0,0.0
947838759,281,0,3.5,317,6.7,0,16.3,8174,281,5.1,0,281,3.5,0,2,22.7,46,1432,0,29.1,0,0,0,0,0,0.0
947838774,281,0,3.5,281,5.1,0,16.3,8139,281,3.5,0,281,3.5,0,2,22.7,45,1408,0,29.1,0,0,0,0,0,0.0
947838789,281,0,1.9,281,5.1,0,16.3,8174,281,3.5,0,281,3.5,0,2,22.7,45,1344,0,29.1,0,0,0,0,0,0.0
947838804,281,0,1.9,281,5.1,0,16.3,8174,281,3.5,0,281,1.9,0,2,22.7,45,1432,0,29.1,0,0,0,0,0,0.0
947838819,281,0,0.3,281,3.5,0,16.3,8139,281,1.9,0,281,1.9,0,2,22.7,46,1432,0,29.1,0,0,0,0,0,0.0
947838834,281,0,0.3,281,3.5,0,16.3,8139,281,1.9,0,246,1.9,0,2,22.7,45,1384,0,29.1,0,0,0,0,0,0.0
947838849,246,0,0.3,246,3.5,0,16.3,8139,246,1.9,0,281,0.3,0,2,22.7,45,1376,0,29.1,0,0,0,0,0,0.0
947838864,246,0,0.3,246,1.9,0,16.3,8139,246,0.3,0,246,0.3,0,2,22.7,45,1416,0,29.1,0,0,0,0,0,0.0
947859633,8985,4,21.1,8985,22.7,68,16.3,8985,8985,21.1,12,8985,21.1,2,2,21.1,47,1344,0,25.9,0,0,0,0,0,0.0
947859843,8668,206,19.5,8562,21.1,17,17.9,8386,8456,19.5,2,8597,19.5,177,2,22.7,46,1240,0,25.9,0,0,0,0,0,0.0
947865307,8985,57,16.3,8985,17.9,0,14.7,8985,8668,16.3,2,8985,16.3,29,2,19.5,46,0,0,24.3,0,0,0,0,0,0.0
947865457,8597,115,14.7,8491,16.3,8,14.7,8315,8386,16.3,2,8527,14.7,113,2,19.5,45,1304,0,24.3,0,0,0,0,0,0.0
947865517,8456,6,14.7,8562,16.3,53,16.3,8315,8562,14.7,174,8456,14.7,12,2,19.5,45,1360,0,24.3,0,0,0,0,0,0.0
947865577,8632,221,14.7,8491,16.3,6,16.3,8315,8386,14.7,2,8350,14.7,2,2,19.5,45,1280,0,24.3,0,0,0,0,0,0.0
947965991,176,0,3.5,1761,5.1,0,9.9,8209,8350,3.5,17,8245,3.5,2,2,14.7,45,1336,0,17.9,0,0,0,0,0,0.0
948003846,8985,70,13.1,8985,14.7,0,9.9,8985,8985,14.7,2,8985,13.1,17,4,13.1,46,1344,0,16.3,0,0,0,0,0,0.0
948003907,8985,4,14.7,8985,16.3,4,9.9,8985,8985,14.7,76,8809,13.1,2,4,13.1,48,1376,0,17.9,0,0,0,0,0,0.0
948003922,8985,19,14.7,8985,16.3,0,9.9,8985,8985,14.7,2,8985,14.7,68,4,14.7,47,1336,0,17.9,0,0,0,0,0,0.0
948003968,8985,70,14.7,8949,16.3,0,9.9,8985,8985,14.7,2,8985,14.7,19,2,14.7,47,1360,0,17.9,0,0,0,0,0,0.0
948004118,8632,4,14.7,8985,16.3,0,11.5,8985,8985,14.7,44,8985,14.7,40,4,14.7,47,1384,0,17.9,0,0,0,0,0,0.0
948004118,8632,4,14.7,8985,16.3,0,11.5,8985,8985,14.7,44,8985,14.7,40,4,14.7,47,1384,0,17.9,0,0,0,0,0,0.0
948004238,2607,4,14.7,8985,16.3,0,11.5,8985,8985,14.7,10,8985,14.7,72,2,14.7,47,1360,0,19.5,0,0,0,0,0,0.0
948004283,8562,29,14.7,8491,16.3,2,11.5,8350,8527,14.7,49,8632,14.7,283,2,14.7,46,1368,0,19.5,0,0,0,0,0,0.0
948004389,8491,12,14.7,8527,16.3,36,11.5,8280,8527,14.7,217,2219,14.7,2,2,16.3,45,0,0,19.5,0,0,0,0,0,0.0
948138369,246,0,16.3,422,17.9,0,14.7,8139,599,16.3,0,246,16.3,0,2,21.1,45,1256,0,25.9,0,0,0,0,0,0.0
948138384,563,0,14.7,246,16.3,0,14.7,8139,246,16.3,0,281,14.7,0,2,21.1,46,1344,0,25.9,0,0,0,0,0,0.0
948138414,352,0,13.1,317,14.7,0,14.7,8139,246,14.7,0,246,13.1,0,2,19.5,45,0,0,25.9,0,0,0,0,0,0.0
948138429,246,0,11.5,246,14.7,0,14.7,8139,281,13.1,0,317,13.1,0,2,19.5,46,1296,0,25.9,0,0,0,0,0,0.0
948138444,246,0,11.5,281,13.1,0,14.7,8104,246,13.1,0,246,11.5,0,2,19.5,45,1360,0,25.9,0,0,0,0,0,0.0
948166274,140,0,5.1,176,8.3,0,9.9,8104,140,6.7,0,140,5.1,0,2,16.3,45,1296,0,22.7,0,0,0,0,0,0.0
948166289,140,0,3.5,140,6.7,0,9.9,8104,140,5.1,0,140,5.1,0,2,16.3,45,1264,0,22.7,0,0,0,0,0,0.0
948166304,140,0,3.5,140,6.7,0,9.9,8104,140,5.1,0,140,3.5,0,2,16.3,45,1320,0,22.7,0,0,0,0,0,0.0
948166364,140,0,0.3,140,3.5,0,9.9,8104,140,1.9,0,140,1.9,0,2,16.3,46,1360,0,22.7,0,0,0,0,0,0.0
948199425,1479,4,13.1,211,14.7,0,13.1,8174,246,14.7,0,7117,14.7,2,2,17.9,45,0,0,22.7,0,0,0,0,0,0.0
948199440,246,0,13.1,775,14.7,19,13.1,8174,281,14.7,0,211,14.7,0,2,17.9,45,1288,0,22.7,0,0,0,0,0,0.0
948199455,211,0,11.5,211,14.7,0,13.1,8174,317,13.1,0,422,13.1,0,2,17.9,46,1256,0,22.7,0,0,0,0,0,0.0
948199470,422,0,11.5,352,13.1,0,13.1,8174,211,13.1,0,211,11.5,0,2,17.9,45,1296,0,22.7,0,0,0,0,0,0.0
948199485,211,0,9.9,211,11.5,0,13.1,8139,352,11.5,0,317,11.5,0,2,17.9,46,1336,0,22.7,0,0,0,0,0,0.0
948199500,317,0,8.3,281,11.5,0,13.1,8139,211,11.5,0,211,9.9,0,2,17.9,45,1256,0,22.7,0,0,0,0,0,0.0
948199515,211,0,8.3,211,9.9,0,13.1,8139,246,9.9,0,211,9.9,0,2,17.9,46,1360,0,22.7,0,0,0,0,0,0.0
948199530,246,0,6.7,211,9.9,0,13.1,8139,211,9.9,0,211,8.3,0,2,17.9,46,1296,0,22.7,0,0,0,0,0,0.0
948199621,176,0,3.5,176,5.1,0,11.5,8139,176,5.1,0,176,3.5,0,2,17.9,45,1288,0,22.7,0,0,0,0,0,0.0
948199636,176,0,1.9,176,5.1,0,11.5,8139,176,3.5,0,176,3.5,0,2,17.9,46,1296,0,22.7,0,0,0,0,0,0.0
948199651,176,0,1.9,176,3.5,0,11.5,8139,176,3.5,0,176,1.9,0,2,17.9,46,1368,0,22.7,0,0,0,0,0,0.0
948199666,176,0,0.3,176,3.5,0,11.5,8139,176,1.9,0,176,1.9,0,2,17.9,46,1280,0,22.7,0,0,0,0,0,0.0
948199681,176,0,0.3,176,3.5,0,11.5,8139,176,1.9,0,176,1.9,0,2,17.9,45,1232,0,22.7,0,0,0,0,0,0.0
948199696,176,0,0.3,176,1.9,0,11.5,8139,176,1.9,0,176,0.3,0,2,17.9,46,1224,0,22.7,0,0,0,0,0,0.0
948199711,176,0,-1.3,176,1.9,0,11.5,8139,176,0.3,0,176,0.3,0,2,17.9,45,1264,0,22.7,0,0,0,0,0,0.0
948199741,176,0,-1.3,176,0.3,0,11.5,8139,176,0.3,0,176,-1.3,0,2,16.3,45,1296,0,22.7,0,0,0,0,0,0.0
948199816,176,0,-4.5,176,-1.3,0,9.9,8139,140,-2.9,0,140,-2.9,0,2,16.3,46,0,0,22.7,0,0,0,0,0,0.0
948199831,140,0,-4.5,140,-1.3,0,9.9,8139,140,-2.9,0,140,-2.9,0,2,16.3,45,0,0,22.7,0,0,0,0,0,0.0
948342436,8985,4,16.3,8985,17.9,66,6.7,8985,8985,16.3,14,8985,14.7,2,2,11.5,47,1232,0,16.3,0,0,0,0,0,0.0
948342466,8985,4,16.3,8985,17.9,0,6.7,8985,8985,16.3,81,8985,14.7,2,2,13.1,47,1264,0,16.3,0,0,0,0,0,0.0
948342481,8985,81,17.9,8985,17.9,4,6.7,8985,8985,16.3,2,8985,16.3,2,2,13.1,47,1264,0,16.3,0,0,0,0,0,0.0
948342527,8985,4,17.9,8985,19.5,0,6.7,8985,8985,16.3,2,8985,16.3,83,2,13.1,47,1224,0,16.3,0,0,0,0,0,0.0
948342542,8985,4,17.9,8985,19.5,68,8.3,8985,8985,16.3,12,8985,16.3,2,2,13.1,47,1288,0,16.3,0,0,0,0,0,0.0
948342602,8985,4,17.9,8985,19.5,0,8.3,8985,8985,17.9,44,8985,17.9,38,2,13.1,48,1296,0,17.9,0,0,0,0,0,0.0
948431632,8985,4,22.7,8985,22.7,0,9.9,8985,8985,22.7,78,8985,21.1,2,2,14.7,46,1272,0,19.5,0,0,0,0,0,0.0
948431647,8985,4,22.7,8985,24.3,78,9.9,8985,8985,22.7,2,8985,21.1,2,2,14.7,47,1336,0,19.5,0,0,0,0,0,0.0
948431662,8985,85,21.1,8985,24.3,0,9.9,8985,8985,22.7,2,8985,21.1,2,2,14.7,46,1296,0,19.5,0,0,0,0,0,0.0
948431737,8668,57,22.7,8703,24.3,140,9.9,8421,8703,21.1,322,8597,19.5,32,2,14.7,46,1352,0,19.5,0,0,0,0,0,0.0
948687008,8985,4,17.9,8985,9.9,32,5.1,8985,8985,16.3,32,8985,24.3,14,2,11.5,46,1288,0,14.7,0,0,0,0,0,0.0
948687023,8985,4,17.9,8985,9.9,4,5.1,8985,8985,16.3,74,8985,25.9,2,4,11.5,46,1288,0,14.7,0,0,0,0,0,0.0
948820035,8985,4,3.5,8985,8.3,6,3.5,8985,8985,11.5,68,8985,24.3,6,2,8.3,46,1440,0,13.1,0,0,0,0,0,0.0
948820050,8985,4,3.5,8985,8.3,2,3.5,8985,8985,11.5,78,8985,24.3,2,4,8.3,46,1400,0,13.1,0,0,0,0,0,0.0
948820065,8985,4,1.9,8985,8.3,0,3.5,8985,8985,11.5,81,8985,25.9,2,4,8.3,47,1376,0,13.1,0,0,0,0,0,0.0
