time,vGS4,iGS4,tGS4,vGS1,tGS1,iGS1,tBat,vBat,vGS2,tGS2,iGS2,vGS3,tGS3,iGS3,iADCS,tODB,iRX,RSSI,iTX ,tPA,i1200,i3v3,v3v3,i5v,v5v,tSU
972094453,35,0,-23.7,35,-18.9,0,-2.9,8033,35,-28.5,0,35,-30.1,0,2,5.1,44,1288,0,13.1,0,0,0,0,0,0.0
972094468,35,0,-23.7,35,-18.9,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,5.1,45,1280,0,13.1,0,0,0,0,0,0.0
972094483,35,0,-22.1,35,-18.9,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,5.1,45,0,0,13.1,0,0,0,0,0,0.0
972094499,35,0,-22.1,35,-18.9,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,5.1,44,1336,0,13.1,0,0,0,0,0,0.0
972094514,35,0,-22.1,35,-18.9,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,5.1,45,1336,0,13.1,0,0,0,0,0,0.0
972094529,35,0,-22.1,35,-18.9,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,5.1,45,1352,0,13.1,0,0,0,0,0,0.0
972094544,35,0,-22.1,35,-20.5,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,5.1,45,1344,0,13.1,0,0,0,0,0,0.0
972094559,35,0,-22.1,35,-20.5,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,3.5,44,0,0,13.1,0,0,0,0,0,0.0
972094589,140,0,-22.1,70,-20.5,0,-4.5,8033,35,-31.7,0,35,-30.1,0,2,3.5,45,1256,0,13.1,0,0,0,0,0,0.0
972094619,493,0,-22.1,70,-20.5,0,-4.5,8033,35,-31.7,0,70,-31.7,0,2,3.5,45,1336,0,11.5,0,0,0,0,0,0.0
972094634,951,8,-22.1,70,-20.5,0,-4.5,8033,35,-31.7,0,105,-31.7,0,2,3.5,45,1224,0,11.5,0,0,0,0,0,0.0
972094650,8386,121,-23.7,493,-22.1,0,-4.5,8104,35,-31.7,0,8245,-31.7,6,2,3.5,45,1312,0,11.5,0,0,0,0,0,0.0
972094665,8668,435,-22.1,1444,-22.1,0,-4.5,8280,35,-31.7,0,8491,-31.7,55,2,3.5,46,0,0,11.5,0,0,0,0,0,0.0
972094681,8738,450,-20.5,105,-22.1,0,-4.5,8350,70,-31.7,0,8562,-31.7,96,2,3.5,44,1280,0,11.5,0,0,0,0,0,0.0
972100113,35,0,-23.7,211,-18.9,0,-2.9,8033,105,-30.1,0,35,-30.1,0,2,3.5,45,1384,0,13.1,0,0,0,0,0,0.0
972100159,105,0,-23.7,8245,-18.9,4,-4.5,8033,140,-31.7,0,70,-31.7,0,2,3.5,45,1400,0,11.5,0,0,0,0,0,0.0
972100204,8456,89,-23.7,8456,-17.3,115,-4.5,8139,35,-31.7,0,352,-31.7,0,2,3.5,45,1232,0,11.5,0,0,0,0,0,0.0
972100234,8456,160,-22.1,8386,-15.7,12,-4.5,8139,35,-31.7,0,1550,-31.7,2,2,3.5,44,1280,0,11.5,0,0,0,0,0,0.0
972100249,8491,192,-20.5,3241,-15.7,0,-4.5,8174,35,-31.7,0,8245,-31.7,2,2,3.5,45,0,0,11.5,0,0,0,0,0,0.0
972100265,8527,226,-18.9,1726,-15.7,0,-4.5,8174,35,-31.7,0,8350,-31.7,23,2,3.5,44,1224,0,11.5,0,0,0,0,0,0.0
972100280,8562,260,-17.3,1515,-15.7,0,-4.5,8209,35,-31.7,0,8421,-31.7,51,2,3.5,45,1224,0,11.5,0,0,0,0,0,0.0
972100295,8632,296,-15.7,1515,-17.3,0,-4.5,8245,35,-33.3,0,8456,-31.7,74,2,3.5,45,1216,0,11.5,0,0,0,0,0,0.0
972100310,8668,330,-14.1,1550,-17.3,0,-2.9,8315,35,-33.3,0,8527,-30.1,104,2,3.5,44,1216,0,11.5,0,0,0,0,0,0.0
972100476,8773,313,11.5,8597,-18.9,2,-2.9,8421,4651,-33.3,0,8703,-12.5,294,2,5.1,44,0,0,11.5,0,0,0,0,0,0.0
972105848,105,0,-25.3,8773,1.9,375,-2.9,8386,8668,-12.5,228,281,-31.7,0,2,3.5,44,1176,0,13.1,0,0,0,0,0,0.0
972105863,211,0,-25.3,8738,3.5,345,-2.9,8386,8632,-10.9,215,281,-31.7,0,2,3.5,45,1240,0,13.1,0,0,0,0,0,0.0
972105879,634,0,-25.3,8703,5.1,298,-2.9,8386,8632,-9.3,217,387,-31.7,0,2,3.5,45,1240,0,11.5,0,0,0,0,0,0.0
972105894,1726,2,-25.3,8668,6.7,238,-2.9,8350,8597,-9.3,224,739,-31.7,6,2,3.5,44,1232,0,11.5,0,0,0,0,0,0.0
972105909,4157,4,-25.3,8632,6.7,168,-1.3,8315,8562,-7.7,219,1409,-31.7,2,2,3.5,45,1224,0,11.5,0,0,0,0,0,0.0
972105924,7364,4,-25.3,8562,6.7,96,-1.3,8280,8527,-7.7,200,2572,-31.7,2,2,3.5,44,1272,0,11.5,0,0,0,0,0,0.0
972105939,8350,4,-25.3,8456,6.7,36,-1.3,8209,8456,-6.1,168,4334,-31.7,2,2,1.9,45,1256,0,11.5,0,0,0,0,0,0.0
972105954,8350,6,-23.7,8386,6.7,6,-2.9,8174,8421,-6.1,128,7787,-31.7,2,2,3.5,44,1208,0,11.5,0,0,0,0,0,0.0
972105969,8350,6,-23.7,8350,5.1,4,-2.9,8139,8386,-6.1,85,8315,-31.7,12,2,1.9,44,1312,0,11.5,0,0,0,0,0,0.0
972105984,8350,10,-23.7,8350,3.5,4,-2.9,8139,8350,-6.1,42,8350,-31.7,40,2,1.9,45,1192,0,11.5,0,0,0,0,0,0.0
972106000,8350,12,-23.7,8350,3.5,6,-2.9,8139,8280,-6.1,10,8350,-31.7,74,2,1.9,44,1184,0,11.5,0,0,0,0,0,0.0
972106015,8386,17,-23.7,8350,1.9,6,-2.9,8139,2536,-6.1,0,8386,-31.7,110,2,1.9,45,1184,0,11.5,0,0,0,0,0,0.0
972106030,8456,36,-23.7,8386,0.3,6,-2.9,8174,1656,-6.1,0,8421,-30.1,147,2,1.9,45,1208,0,11.5,0,0,0,0,0,0.0
972106045,8491,68,-22.1,8421,-1.3,6,-2.9,8209,140,-7.7,0,8491,-28.5,183,2,1.9,46,1256,0,11.5,0,0,0,0,0,0.0
972106060,8562,108,-22.1,8491,-1.3,8,-2.9,8280,70,-9.3,0,8527,-26.9,224,2,1.9,46,1208,0,11.5,0,0,0,0,0,0.0
972106075,8632,157,-20.5,8527,-2.9,8,-2.9,8315,70,-9.3,0,8597,-25.3,260,2,1.9,45,1192,0,11.5,0,0,0,0,0,0.0
972106090,8703,211,-20.5,8597,-2.9,12,-1.3,8386,176,-10.9,0,8668,-23.7,285,2,1.9,45,1216,0,11.5,0,0,0,0,0,0.0
972106151,8985,8,-10.9,8985,-6.1,0,-1.3,8985,7751,-14.1,0,8985,-14.1,81,4,3.5,47,1248,0,11.5,0,0,0,0,0,0.0
972106166,8985,6,-7.7,8985,-6.1,0,-1.3,8985,8562,-14.1,0,8985,-10.9,83,4,3.5,47,1272,0,11.5,0,0,0,0,0,0.0
972106181,8985,4,-4.5,8985,-6.1,0,-1.3,8985,8949,-15.7,0,8985,-9.3,85,4,3.5,47,1200,0,11.5,0,0,0,0,0,0.0
972106196,8985,4,-1.3,8985,-7.7,0,-1.3,8985,8985,-15.7,0,8985,-7.7,83,4,3.5,46,1176,0,11.5,0,0,0,0,0,0.0
972106273,8668,91,5.1,8632,-7.7,36,-1.3,8386,8527,-18.9,4,8703,3.5,411,2,5.1,44,1208,0,11.5,0,0,0,0,0,0.0
972111721,8632,38,-14.1,8668,-7.7,91,-2.9,8386,8703,3.5,398,8527,-25.3,6,2,3.5,45,1240,0,9.9,0,0,0,0,0,0.0
972111736,8632,40,-14.1,8632,-6.1,55,-2.9,8350,8668,6.7,366,8491,-25.3,6,2,3.5,44,1264,0,9.9,0,0,0,0,0,0.0
972111751,8597,40,-14.1,8597,-6.1,32,-2.9,8350,8632,8.3,332,8491,-25.3,6,2,3.5,45,0,0,9.9,0,0,0,0,0,0.0
972111781,8597,40,-15.7,8597,-6.1,32,-2.9,8350,8597,9.9,260,8527,-25.3,44,2,1.9,46,1248,0,9.9,0,0,0,0,0,0.0
972111796,8597,42,-15.7,8597,-6.1,29,-2.9,8350,8597,9.9,232,8562,-25.3,78,2,1.9,45,1272,0,9.9,0,0,0,0,0,0.0
972111812,8597,44,-15.7,8597,-7.7,27,-2.9,8350,8597,11.5,209,8597,-25.3,115,2,1.9,45,1296,0,9.9,0,0,0,0,0,0.0
972111827,8632,46,-15.7,8597,-7.7,27,-2.9,8350,8632,11.5,196,8632,-23.7,153,2,1.9,45,1248,0,9.9,0,0,0,0,0,0.0
972111842,8668,49,-14.1,8632,-7.7,25,-2.9,8386,8632,11.5,189,8632,-23.7,189,2,1.9,45,1248,0,9.9,0,0,0,0,0,0.0
972171283,70,0,-17.3,70,-17.3,0,0.3,8069,70,-23.7,0,70,-22.1,0,2,8.3,44,0,0,16.3,0,0,0,0,0,0.0
972171328,70,0,-17.3,35,-18.9,0,0.3,8069,35,-23.7,0,70,-22.1,0,2,8.3,44,1352,0,16.3,0,0,0,0,0,0.0
972171343,35,0,-17.3,35,-18.9,0,0.3,8069,35,-25.3,0,70,-22.1,0,2,8.3,45,1328,0,16.3,0,0,0,0,0,0.0
972171404,35,0,-18.9,35,-18.9,0,0.3,8069,35,-25.3,0,35,-23.7,0,2,8.3,45,1344,0,16.3,0,0,0,0,0,0.0
972171419,35,0,-18.9,35,-18.9,0,0.3,8069,35,-25.3,0,35,-23.7,0,2,8.3,44,1208,0,14.7,0,0,0,0,0,0.0
972171434,35,0,-18.9,35,-18.9,0,-1.3,8033,35,-25.3,0,35,-25.3,0,2,6.7,45,1288,0,14.7,0,0,0,0,0,0.0
972171449,35,0,-18.9,35,-18.9,0,-1.3,8033,35,-26.9,0,35,-25.3,0,2,6.7,45,1360,0,14.7,0,0,0,0,0,0.0
972171464,35,0,-18.9,35,-18.9,0,-1.3,8033,35,-26.9,0,35,-25.3,0,2,6.7,45,1360,0,14.7,0,0,0,0,0,0.0
972171479,35,0,-20.5,35,-18.9,0,-1.3,8069,35,-26.9,0,35,-25.3,0,2,6.7,44,1368,0,14.7,0,0,0,0,0,0.0
972171509,35,0,-20.5,35,-18.9,0,-1.3,8033,35,-26.9,0,35,-25.3,0,2,6.7,45,0,0,14.7,0,0,0,0,0,0.0
972171600,35,0,-22.1,35,-18.9,0,-1.3,8033,35,-26.9,0,35,-26.9,0,2,6.7,44,1312,0,14.7,0,0,0,0,0,0.0
972171615,35,0,-22.1,35,-17.3,0,-1.3,8033,35,-26.9,0,35,-28.5,0,2,6.7,44,1400,0,14.7,0,0,0,0,0,0.0
972171645,35,0,-23.7,35,-18.9,0,-1.3,8033,35,-28.5,0,35,-28.5,0,2,5.1,45,1416,0,13.1,0,0,0,0,0,0.0
972177005,35,0,-22.1,35,-15.7,0,-1.3,8069,35,-25.3,0,35,-26.9,0,2,6.7,44,1416,0,14.7,0,0,0,0,0,0.0
972177021,35,0,-22.1,35,-15.7,0,-1.3,8069,35,-26.9,0,35,-26.9,0,2,6.7,44,1320,0,14.7,0,0,0,0,0,0.0
972177066,35,0,-23.7,35,-15.7,0,-1.3,8033,35,-26.9,0,35,-28.5,0,2,6.7,44,1312,0,14.7,0,0,0,0,0,0.0
972177081,35,0,-23.7,35,-15.7,0,-1.3,8033,35,-26.9,0,35,-28.5,0,2,6.7,45,1352,0,14.7,0,0,0,0,0,0.0
972177096,35,0,-23.7,35,-15.7,0,-1.3,8033,35,-26.9,0,35,-28.5,0,2,6.7,44,1152,0,14.7,0,0,0,0,0,0.0
972177111,35,0,-23.7,35,-17.3,0,-1.3,8033,35,-26.9,0,35,-28.5,0,2,5.1,45,1312,0,14.7,0,0,0,0,0,0.0
972177126,35,0,-23.7,35,-17.3,0,-1.3,8033,35,-26.9,0,35,-28.5,0,2,5.1,44,1192,0,14.7,0,0,0,0,0,0.0
972177141,35,0,-23.7,35,-17.3,0,-1.3,8033,35,-28.5,0,35,-28.5,0,2,5.1,45,1336,0,14.7,0,0,0,0,0,0.0
972177157,35,0,-23.7,35,-17.3,0,-1.3,8033,35,-28.5,0,35,-28.5,0,2,5.1,45,0,0,13.1,0,0,0,0,0,0.0
972177172,35,0,-23.7,35,-17.3,0,-2.9,8033,35,-28.5,0,35,-30.1,0,2,5.1,44,1280,0,13.1,0,0,0,0,0,0.0
972177187,35,0,-23.7,35,-17.3,0,-2.9,8033,35,-28.5,0,35,-30.1,0,2,5.1,45,1296,0,13.1,0,0,0,0,0,0.0
972177202,35,0,-23.7,35,-17.3,0,-2.9,8033,35,-28.5,0,35,-30.1,0,2,5.1,44,0,0,13.1,0,0,0,0,0,0.0
972177217,35,0,-23.7,35,-18.9,0,-2.9,8033,35,-28.5,0,35,-30.1,0,2,5.1,45,1376,0,13.1,0,0,0,0,0,0.0
972177232,35,0,-23.7,35,-18.9,0,-2.9,8033,35,-28.5,0,35,-30.1,0,2,5.1,44,1224,0,13.1,0,0,0,0,0,0.0
972177247,35,0,-23.7,35,-18.9,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,5.1,45,1224,0,13.1,0,0,0,0,0,0.0
972177262,35,0,-23.7,35,-18.9,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,5.1,44,0,0,13.1,0,0,0,0,0,0.0
972177338,70,0,-23.7,140,-20.5,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,3.5,45,1200,0,13.1,0,0,0,0,0,0.0
972182726,35,0,-22.1,35,-18.9,0,-2.9,8033,35,-30.1,0,35,-28.5,0,2,5.1,44,1272,0,13.1,0,0,0,0,0,0.0
972182741,35,0,-22.1,35,-18.9,0,-2.9,8033,35,-30.1,0,35,-28.5,0,2,5.1,45,1304,0,13.1,0,0,0,0,0,0.0
972182756,35,0,-22.1,35,-18.9,0,-2.9,8033,35,-30.1,0,35,-28.5,0,2,5.1,44,1360,0,13.1,0,0,0,0,0,0.0
972182771,35,0,-22.1,35,-18.9,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,5.1,45,1328,0,13.1,0,0,0,0,0,0.0
972182786,35,0,-22.1,35,-20.5,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,5.1,45,1336,0,13.1,0,0,0,0,0,0.0
972182801,35,0,-22.1,35,-20.5,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,5.1,45,1352,0,13.1,0,0,0,0,0,0.0
972182816,70,0,-22.1,35,-20.5,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,5.1,44,0,0,13.1,0,0,0,0,0,0.0
972182831,105,0,-22.1,35,-20.5,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,5.1,44,1360,0,13.1,0,0,0,0,0,0.0
972182846,140,0,-22.1,35,-20.5,0,-2.9,8033,35,-31.7,0,35,-30.1,0,2,5.1,45,1312,0,13.1,0,0,0,0,0,0.0
972182861,281,0,-22.1,35,-20.5,0,-2.9,8033,35,-31.7,0,70,-30.1,0,2,5.1,44,1248,0,13.1,0,0,0,0,0,0.0
972182876,493,0,-22.1,35,-20.5,0,-2.9,8033,35,-31.7,0,105,-30.1,0,2,5.1,45,1424,0,13.1,0,0,0,0,0,0.0
972182892,845,17,-22.1,35,-20.5,0,-2.9,8033,35,-31.7,0,246,-30.1,0,2,3.5,44,1336,0,13.1,0,0,0,0,0,0.0
972182907,8280,17,-22.1,35,-20.5,0,-2.9,8033,35,-31.7,0,8174,-30.1,6,2,3.5,44,1360,0,13.1,0,0,0,0,0,0.0
972182982,8773,450,-12.5,105,-20.5,0,-2.9,8386,70,-31.7,0,8597,-26.9,106,2,3.5,45,1296,0,11.5,0,0,0,0,0,0.0
972182997,8773,439,-9.3,140,-20.5,0,-2.9,8350,70,-31.7,0,8562,-26.9,74,2,3.5,45,1304,0,11.5,0,0,0,0,0,0.0
972183012,8738,416,-7.7,1303,-20.5,0,-2.9,8350,70,-33.3,0,8527,-25.3,51,2,3.5,44,1272,0,11.5,0,0,0,0,0,0.0
972183058,8632,298,-1.3,1092,-20.5,0,-2.9,8280,211,-33.3,0,8491,-25.3,44,2,3.5,44,1336,0,11.5,0,0,0,0,0,0.0
972183073,8597,243,0.3,1585,-20.5,0,-2.9,8280,563,-33.3,0,8456,-25.3,55,2,3.5,45,1184,0,11.5,0,0,0,0,0,0.0
972183118,8421,59,0.3,8280,-20.5,0,-2.9,8139,4510,-33.3,0,8350,-25.3,40,2,3.5,45,1280,0,11.5,0,0,0,0,0,0.0
972183133,8350,17,0.3,8280,-20.5,0,-2.9,8104,6095,-33.3,0,8280,-25.3,19,2,3.5,44,1288,0,11.5,0,0,0,0,0,0.0
972183164,8280,4,-1.3,8315,-20.5,8,-4.5,8104,8280,-33.3,14,1620,-25.3,2,2,3.5,44,1248,0,11.5,0,0,0,0,0,0.0
972188463,8703,379,-20.5,70,-20.5,0,-2.9,8315,70,-31.7,0,8527,-30.1,110,2,3.5,45,1232,0,11.5,0,0,0,0,0,0.0
972188493,8632,311,-14.1,70,-20.5,0,-2.9,8280,70,-31.7,0,8491,-28.5,66,2,3.5,44,1208,0,11.5,0,0,0,0,0,0.0
972188524,8562,217,-10.9,176,-20.5,0,-2.9,8209,176,-31.7,0,8386,-28.5,29,2,3.5,45,1224,0,11.5,0,0,0,0,0,0.0
972188539,8491,164,-9.3,669,-20.5,0,-2.9,8174,599,-33.3,0,8350,-26.9,17,2,3.5,45,1256,0,11.5,0,0,0,0,0,0.0
972188554,8456,110,-9.3,2219,-20.5,0,-2.9,8139,1338,-33.3,0,8280,-26.9,8,2,3.5,44,1240,0,11.5,0,0,0,0,0,0.0
972188569,8386,59,-9.3,4615,-20.5,0,-4.5,8104,2360,-31.7,0,5813,-26.9,2,2,3.5,45,1248,0,11.5,0,0,0,0,0,0.0
972188585,8315,19,-9.3,8280,-20.5,4,-4.5,8104,3735,-31.7,0,1832,-28.5,2,2,3.5,44,1224,0,11.5,0,0,0,0,0,0.0
972188601,7963,4,-9.3,8350,-20.5,27,-4.5,8069,6236,-33.3,0,1057,-28.5,2,2,3.5,45,1208,0,11.5,0,0,0,0,0,0.0
972188616,7928,4,-10.9,8386,-20.5,64,-4.5,8104,8245,-33.3,8,739,-28.5,6,2,3.5,44,1216,0,11.5,0,0,0,0,0,0.0
972188631,8069,4,-10.9,8421,-18.9,104,-4.5,8139,8350,-33.3,40,422,-28.5,0,2,3.5,44,1232,0,11.5,0,0,0,0,0,0.0
972188646,8174,4,-12.5,8491,-18.9,140,-4.5,8174,8421,-31.7,85,176,-28.5,0,2,3.5,44,1264,0,11.5,0,0,0,0,0,0.0
972188661,8174,4,-12.5,8562,-17.3,170,-4.5,8245,8491,-31.7,138,140,-28.5,0,2,3.5,45,1216,0,11.5,0,0,0,0,0,0.0
972188676,8104,4,-14.1,8597,-17.3,189,-4.5,8280,8527,-31.7,198,140,-28.5,0,2,3.5,45,1208,0,11.5,0,0,0,0,0,0.0
972188692,7998,4,-14.1,8668,-15.7,196,-4.5,8315,8597,-31.7,258,176,-28.5,0,2,3.5,44,1256,0,11.5,0,0,0,0,0,0.0
972188707,7963,4,-14.1,8668,-14.1,189,-2.9,8350,8668,-30.1,315,211,-30.1,0,2,3.5,45,1216,0,11.5,0,0,0,0,0,0.0
972188722,8033,4,-15.7,8703,-12.5,177,-2.9,8386,8703,-28.5,364,281,-30.1,0,2,3.5,44,1240,0,11.5,0,0,0,0,0,0.0
972188813,8985,4,-17.3,8985,-4.5,25,-2.9,8985,8985,-10.9,57,1832,-30.1,2,4,3.5,47,1216,0,11.5,0,0,0,0,0,0.0
972194201,3735,2,-15.7,8597,-17.3,102,-2.9,8315,8597,-28.5,337,599,-31.7,0,2,3.5,45,1216,0,11.5,0,0,0,0,0,0.0
972194216,4686,2,-17.3,8668,-17.3,130,-2.9,8350,8668,-26.9,369,704,-31.7,4,2,3.5,44,0,0,11.5,0,0,0,0,0,0.0
972194368,8632,14,-20.5,8703,-1.3,155,-2.9,8421,8738,-1.3,424,8421,-31.7,2,2,3.5,44,1240,0,11.5,0,0,0,0,0,0.0
972194383,8632,17,-20.5,8668,0.3,102,-2.9,8386,8703,0.3,416,8456,-31.7,2,2,3.5,45,1232,0,11.5,0,0,0,0,0,0.0
972194398,8597,19,-20.5,8632,0.3,59,-2.9,8350,8668,1.9,394,8456,-31.7,4,2,1.9,45,1176,0,11.5,0,0,0,0,0,0.0
972194413,8597,23,-20.5,8597,0.3,34,-2.9,8350,8632,3.5,366,8456,-31.7,4,2,1.9,45,1216,0,11.5,0,0,0,0,0,0.0
972194428,8597,29,-20.5,8562,0.3,27,-2.9,8315,8632,5.1,337,8456,-31.7,4,2,1.9,44,1184,0,11.5,0,0,0,0,0,0.0
972194443,8597,36,-20.5,8562,-1.3,27,-2.9,8315,8597,6.7,307,8491,-30.1,10,2,1.9,44,1256,0,11.5,0,0,0,0,0,0.0
972194459,8597,42,-20.5,8562,-1.3,25,-2.9,8315,8597,8.3,277,8491,-30.1,21,2,1.9,45,1168,0,11.5,0,0,0,0,0,0.0
972194474,8597,49,-20.5,8562,-1.3,23,-2.9,8315,8597,8.3,249,8491,-30.1,34,2,1.9,45,1216,0,11.5,0,0,0,0,0,0.0
972194489,8597,55,-20.5,8562,-2.9,21,-2.9,8315,8562,8.3,224,8527,-30.1,51,2,1.9,45,1168,0,9.9,0,0,0,0,0,0.0
972194504,8597,61,-18.9,8562,-2.9,19,-2.9,8315,8562,9.9,198,8527,-28.5,74,2,1.9,44,1280,0,9.9,0,0,0,0,0,0.0
972194519,8597,66,-18.9,8562,-4.5,19,-2.9,8315,8562,9.9,172,8562,-28.5,104,2,1.9,45,1240,0,9.9,0,0,0,0,0,0.0
972194534,8597,68,-18.9,8562,-4.5,19,-2.9,8315,8562,9.9,145,8562,-26.9,140,2,1.9,44,1152,0,9.9,0,0,0,0,0,0.0
972254108,35,0,-18.9,35,-17.3,0,-1.3,8033,35,-25.3,0,35,-25.3,0,2,6.7,45,1344,0,14.7,0,0,0,0,0,0.0
972259528,35,0,-17.3,35,-17.3,0,0.3,8069,70,-25.3,0,70,-22.1,0,2,8.3,45,1328,0,16.3,0,0,0,0,0,0.0
972259544,70,0,-17.3,35,-17.3,0,0.3,8069,35,-25.3,0,35,-23.7,0,2,8.3,45,1376,0,16.3,0,0,0,0,0,0.0
972259559,35,0,-18.9,35,-17.3,0,0.3,8069,35,-25.3,0,35,-23.7,0,2,8.3,45,1320,0,16.3,0,0,0,0,0,0.0
972259574,35,0,-18.9,70,-17.3,0,0.3,8069,35,-25.3,0,35,-23.7,0,2,8.3,45,1320,0,16.3,0,0,0,0,0,0.0
972259589,35,0,-18.9,35,-17.3,0,0.3,8069,35,-25.3,0,35,-23.7,0,2,8.3,45,1312,0,16.3,0,0,0,0,0,0.0
972259604,35,0,-18.9,35,-17.3,0,0.3,8069,35,-25.3,0,35,-23.7,0,2,8.3,45,1256,0,16.3,0,0,0,0,0,0.0
972259619,35,0,-18.9,35,-17.3,0,0.3,8069,35,-25.3,0,35,-25.3,0,2,8.3,45,1336,0,16.3,0,0,0,0,0,0.0
972259634,35,0,-20.5,35,-17.3,0,0.3,8069,35,-25.3,0,35,-25.3,0,2,8.3,44,0,0,14.7,0,0,0,0,0,0.0
972259649,35,0,-20.5,35,-17.3,0,0.3,8069,35,-25.3,0,35,-25.3,0,2,8.3,45,1312,0,14.7,0,0,0,0,0,0.0
972259664,35,0,-20.5,35,-17.3,0,0.3,8069,35,-25.3,0,35,-25.3,0,2,6.7,44,1264,0,14.7,0,0,0,0,0,0.0
972259679,35,0,-20.5,35,-17.3,0,-1.3,8033,35,-25.3,0,35,-25.3,0,2,6.7,45,1224,0,14.7,0,0,0,0,0,0.0
972259694,35,0,-22.1,35,-17.3,0,-1.3,8033,35,-26.9,0,35,-25.3,0,2,6.7,44,1224,0,14.7,0,0,0,0,0,0.0
972259709,35,0,-22.1,35,-17.3,0,-1.3,8069,35,-26.9,0,35,-26.9,0,2,6.7,45,1288,0,14.7,0,0,0,0,0,0.0
972259725,35,0,-22.1,35,-17.3,0,-1.3,8033,35,-26.9,0,35,-26.9,0,2,6.7,44,1288,0,14.7,0,0,0,0,0,0.0
972259740,35,0,-22.1,35,-17.3,0,-1.3,8033,35,-26.9,0,35,-26.9,0,2,6.7,44,0,0,14.7,0,0,0,0,0,0.0
972259755,35,0,-22.1,35,-17.3,0,-1.3,8033,35,-26.9,0,35,-26.9,0,2,6.7,44,1320,0,14.7,0,0,0,0,0,0.0
972259770,35,0,-22.1,35,-17.3,0,-1.3,8033,35,-26.9,0,35,-26.9,0,2,6.7,45,1344,0,14.7,0,0,0,0,0,0.0
972259785,35,0,-22.1,35,-17.3,0,-1.3,8033,35,-26.9,0,35,-26.9,0,2,6.7,44,1312,0,14.7,0,0,0,0,0,0.0
972259800,35,0,-23.7,35,-17.3,0,-1.3,8033,35,-26.9,0,35,-28.5,0,2,6.7,45,1272,0,14.7,0,0,0,0,0,0.0
972259815,35,0,-23.7,35,-17.3,0,-1.3,8033,35,-26.9,0,35,-28.5,0,2,6.7,44,0,0,14.7,0,0,0,0,0,0.0
972259830,35,0,-23.7,35,-17.3,0,-1.3,8033,35,-26.9,0,35,-28.5,0,2,6.7,45,1320,0,14.7,0,0,0,0,0,0.0
972259845,35,0,-23.7,35,-17.3,0,-1.3,8033,35,-26.9,0,35,-28.5,0,2,6.7,44,1304,0,14.7,0,0,0,0,0,0.0
972259860,35,0,-23.7,35,-17.3,0,-1.3,8033,35,-26.9,0,35,-28.5,0,2,5.1,44,1344,0,14.7,0,0,0,0,0,0.0
972259875,35,0,-23.7,35,-17.3,0,-2.9,8033,35,-26.9,0,35,-28.5,0,2,5.1,45,1368,0,14.7,0,0,0,0,0,0.0
972259906,35,0,-23.7,35,-17.3,0,-2.9,8033,35,-28.5,0,35,-30.1,0,2,5.1,45,1312,0,13.1,0,0,0,0,0,0.0
972265383,35,0,-22.1,35,-17.3,0,-1.3,8033,35,-28.5,0,35,-28.5,0,2,6.7,44,1288,0,14.7,0,0,0,0,0,0.0
972265398,35,0,-22.1,35,-18.9,0,-1.3,8033,35,-28.5,0,35,-28.5,0,2,6.7,44,1280,0,14.7,0,0,0,0,0,0.0
972265413,35,0,-22.1,35,-18.9,0,-1.3,8033,35,-28.5,0,35,-28.5,0,2,5.1,44,1256,0,14.7,0,0,0,0,0,0.0
972265428,35,0,-22.1,35,-18.9,0,-1.3,8033,35,-28.5,0,35,-28.5,0,2,5.1,45,1400,0,14.7,0,0,0,0,0,0.0
972265444,35,0,-22.1,35,-18.9,0,-1.3,8033,35,-28.5,0,35,-28.5,0,2,5.1,44,1320,0,14.7,0,0,0,0,0,0.0
972265459,35,0,-22.1,35,-18.9,0,-2.9,8033,35,-30.1,0,35,-28.5,0,2,5.1,44,1304,0,13.1,0,0,0,0,0,0.0
972265474,35,0,-22.1,35,-18.9,0,-2.9,8033,35,-30.1,0,35,-28.5,0,2,5.1,44,1248,0,13.1,0,0,0,0,0,0.0
972265489,35,0,-22.1,35,-20.5,0,-2.9,8033,35,-30.1,0,35,-28.5,0,2,5.1,45,0,0,13.1,0,0,0,0,0,0.0
972265504,35,0,-22.1,35,-20.5,0,-2.9,8033,35,-30.1,0,35,-28.5,0,2,5.1,45,1248,0,13.1,0,0,0,0,0,0.0
972265519,35,0,-22.1,35,-20.5,0,-2.9,8033,35,-30.1,0,35,-28.5,0,2,5.1,44,1192,0,13.1,0,0,0,0,0,0.0
972265534,35,0,-22.1,35,-20.5,0,-2.9,8033,35,-30.1,0,35,-30.1,0,2,5.1,45,1152,0,13.1,0,0,0,0,0,0.0
